HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP01362,1RM1NS135283-01A1,live,,"IMPETUS: Integrated Mechanisms, Phenotypes, and Translational Underpinnings of Chronic Pain after Surgery",2024,Yes,,75.0,"Database of Genotypes and Phenotypes (dbGaP), Protocols.io",,Yes,Yes,Integrated Basic and Clinical Team-Based Research in Pain,https://reporter.nih.gov/project-details/11043819,"Meaghan C Creed, Simon  Haroutounian, Chenyang  Lu, THOMAS L RODEBAUGH, Andrew John Shepherd, Pratik  Sinha",10.60490/HDP01362
HDP01363,5R33AT010619-04,live,,Adapting Web-based CBT to improve adherence and outcome for individuals with opioid use disorder and chronic pain treated with opioid agonists,2024,Yes,NCT05204576,38.5,,,No,No,,https://reporter.nih.gov/project-details/10818411,Alicia  Heapy,
HDP01364,1R01HD116714-01,live,,Targeting Interindividual Variability in NSAID Responses to Mitigate Chronic Pelvic Pain Risk in Dysmenorrhea,2024,Yes,NCT06861920,90.4,"OpenNEURO, Open Science Framework",,No,No,,https://reporter.nih.gov/project-details/11023728,Kevin  Hellman,10.60490/HDP01364
HDP01365,3R34DA057604-01S1,live,,Research supplement to promote diversity within the context of research involving recovery community centers,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/11087847,Bettina B. Hoeppner,
HDP01366,1U01DA060708-01,live,,"Phase III double-blind, randomized controlled trial of suvorexant versus placebo to treat insomnia in persons with opioid use disorder",2024,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/10916717,Andrew S Huhn,
HDP01367,1DP2DA062283-01,live,,Novel Econometric Research Designs (NERD) to Help End Addiction Long-term,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10846091,Ali  Jalali,
HDP01368,1UG3AT012728-01,live,,Personalized Auricular Point Acupressure for Chronic Pain Self-Management in Rural Populations,2024,Yes,NCT07179016,82.7,openICPSR,https://doi.org/10.3886/E224301V1,Yes,Yes,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10748756,"Jane N Bolin, Jennifer  Kawi, Hulin  Wu",10.60490/HDP01368
HDP01369,1R43DA058603-01A1,archived,2026-02-20T15:05:05.291057,Developing a novel epigenetic regulator as a treatment for opioid use disorder,2024,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10822300,Thomas  Kim,
HDP01370,3R01DA057670-01S1,archived,2025-01-24T14:04:38.539172,PEER-CM Peripartum Supplement,2024,No,,11.5,,,No,No,Harm Reduction Approaches to Reduce Overdose Deaths,https://reporter.nih.gov/project-details/11096428,Philip Todd Korthuis,
HDP01371,3UC2AR082200-01S1,archived,2025-05-21T12:23:56.330965,"Neuronal anatomy, connectivity, and phenotypic innervation of the knee joint",2024,No,,11.5,,,No,No,Restoring Joint Health and Function to Reduce Pain (RE-JOIN),https://reporter.nih.gov/project-details/11093668,"Benjamin R Arenkiel, Brendan  Lee, Russell S Ray, Joshua D. Wythe",
HDP01372,1R61DA062351-01,live,,A Bundled Intervention to End Opioid Overdoses by Increasing Treatment Uptake Post Emergency Department Discharge,2024,Yes,NCT06593093,88.5,NAHDAP,,No,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/11059450,Li  Li,10.60490/HDP01372
HDP01373,1UG3NS139014-01,live,,An innovative device for management of neuropathic pain after spinal cord injury,2024,Yes,,55.8,,,Yes,Yes,Translating Discoveries into Effective Devices to Treat Pain,https://reporter.nih.gov/project-details/10954466,Sheng  Li,10.60490/HDP01373
HDP01374,1R61NS133083-01A1,archived,2026-03-09T13:46:49.652892,Establishment and Validation of a Novel Animal Model of Fibromyalgia,2024,Yes,,7.7,Harvard Dataverse,,No,No,,https://reporter.nih.gov/project-details/10868792,JIANREN  MAO,
HDP01375,3U01DA050442-05S2,archived,2025-04-30T13:39:11.845045,Using Implementation Interventions and Peer Recovery Support to Improve Opioid Treatment Outcomes in Community Supervision,2024,No,,11.5,,,No,No,Justice Community Opioid Innovation Network (JCOIN),https://reporter.nih.gov/project-details/11021693,"Lauren  Brinkley-Rubinstein, ROSEMARIE A MARTIN, Damaris J. Rohsenow",
HDP01376,1DP2AR085223-01,live,,Regulation of inflammation by nociception,2024,Yes,,69.2,"GitHub, Gene Expression Omnibus (GEO)","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE301586, https://github.com/mendozaalejandra/Image-analysis",No,No,,https://reporter.nih.gov/project-details/10844800,Alejandra  Mendoza,10.60490/HDP01376
HDP01377,2UG1HD104254-02,archived,2025-01-10T15:59:16.790440,Outcomes of Babies with Opioid Exposure -- Cincinnati site renewal,2024,No,,11.5,,,No,No,Advancing Clinical Trials in Neonatal Opioid Withdrawal (ACT NOW),https://reporter.nih.gov/project-details/11001622,STEPHANIE L MERHAR,
HDP01378,3R01AI145910-06S1,live,,Dysregulation of maternal immunity during pregnancy by pregravid obesity,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10950495,Ilhem  Messaoudi,
HDP01379,1R61NS136307-01,live,,Development of PAC1 receptor antagonists for the treatment of Headache Disorders,2024,Yes,,69.2,Figshare,,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10864662,"VSEVOLOD  KATRITCH, Susruta  Majumdar, Amynah Amir Ali Pradhan",10.60490/HDP01379
HDP01380,1R01AA031890-01,live,,Advancing Integrated Treatment for Co-Occurring Opioid and Alcohol Use Disorders: A Comprehensive Analysis of GLP-1 Receptor Agonists and Traditional Pharmacotherapies in Real-World Settings,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/11001407,Fares  Qeadan,
HDP01381,1R43MH135524-01A1,archived,2026-02-20T15:05:02.069969,Training Psychologists and Nurse Practitioners in the Use of an Evidence-Based Online Pain Self-Management Program: Leveraging the Power of Expert Guidance and Telehealth,2024,No,,11.5,,,No,No,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/11005478,Linda Sue Ruehlman,
HDP01382,1U01HD116257-01,archived,2026-03-09T13:41:48.479617,Implementing and Personalizing Best-In-Class Opioid-sparing Pain Management for Major Inpatient Surgeries in Children,2024,Yes,NCT06626035,86.5,NICHD DASH,,Yes,Yes,,https://reporter.nih.gov/project-details/10990745,"Vidya  Chidambaran, Senthilkumar  Sadhasivam",10.60490/HDP01382
HDP01383,1R61NS138976-01,live,,Development of selective GPR34 antagonists for the treatment of neuropathic pain,2024,No,,11.5,,,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10973496,"Christopher K Arnatt, DANIELA  SALVEMINI, John K. Walker",
HDP01384,1U19NS138975-01,live,,Developing small molecules to engage an analgesic GPCR in pain unpleasantness neural circuits,2024,Yes,,65.4,,,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10974392,"Jeffrey  Aube, MARK J SCHNITZER, Gregory  Scherrer",10.60490/HDP01384
HDP01385,1U01DA061643-01,live,,"Select Late-Stage CMC, Non-clinical Studies, and Quality Programs to Accelerate NRS-033 Towards Pivotal Studies and Registration in Opioid Use Disorder",2024,Yes,,67.3,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/11005551,"Nikej  Shah, Mark  Sorenson",
HDP01386,1R44AR084998-01,live,,Neural Ice Technology for Treatment of Pain,2024,No,,11.5,,,No,No,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/11006862,Charles  Sidoti,
HDP01387,3R01DA057605-01S3,live,,Enhancing opioid surveillance in RADOR-KY using social media,2024,No,,11.5,,,No,No,Leveraging Existing and Real-Time Opioid and Pain Management Data,https://reporter.nih.gov/project-details/11104947,"Svetla Stefanova Slavova, Jeffery C Talbert",
HDP01388,1R01DA061773-01,live,,Neurotensin receptor 1 as a novel target for opioid use disorder and discovery of new small molecule probes,2024,Yes,,7.7,Harvard Dataverse,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J10DSJ,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/11020050,"Steven H Olson, Lauren M Slosky",
HDP01389,3U01DA055363-04S1,archived,2025-05-21T12:23:56.969863,The Transgenerational Influence of Discrimination on Mental Health,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10987256,"Alice M Graham, Elinor L. Sullivan",
HDP01390,1RF1AG088052-01,live,,Validation of neuronal senescence as a target for chronic pain in aging,2024,Yes,,61.5,Dryad,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10941246,Vivianne L Tawfik,10.60490/HDP01390
HDP01391,2R42DA056254-02,live,,Development of negative allosteric modulators of the mu-opioid receptor for the management of opioid use disorder,2024,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10918505,John R. Traynor,
HDP01392,1U01HD116253-01,live,,Efficacy of intravenous sub-dissociative ketamine versus intravenous morphine in children with acute pain.,2024,Yes,NCT06835504,86.5,NICHD DASH,,Yes,Yes,,https://reporter.nih.gov/project-details/10990856,"Amy L Drendel, Daniel Sing-Kwong Tsze",10.60490/HDP01392
HDP01393,3U01DA055355-04S1,archived,2025-05-21T12:23:57.538310,9/24- Healthy Brain and Child Development National Consortium,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/11090079,"Elizabeth Spencer Norton, LAUREN S WAKSCHLAG",
HDP01394,3UG1DA050072-05S1,archived,2025-04-30T13:39:11.415155,TCN PATHS Supplemental funding,2024,No,,11.5,,,No,No,Justice Community Opioid Innovation Network (JCOIN),https://reporter.nih.gov/project-details/11019307,Emily Ai-hua Wang,
HDP01395,2UG1HD104253-02,archived,2025-01-10T15:59:16.236679,CWRU Clinical Center - Outcomes of Babies with Opioid Exposure (OBOE) Study,2024,No,,11.5,,,No,No,Advancing Clinical Trials in Neonatal Opioid Withdrawal (ACT NOW),https://reporter.nih.gov/project-details/11002034,"Anna Maria  Hibbs, DEANNE E WILSON-COSTELLO",
HDP01396,1R01AR085334-01,live,,Psychometric Reliability and Validity for Behavioral Metrics of Osteoarthritic Pain in Horses,2024,Yes,,51.9,Zenodo,,No,No,,https://reporter.nih.gov/project-details/11051315,"Kyle D Allen, Adam H Biedrzycki, Samantha A Brooks, Yenisel  Cruz-Almeida",10.60490/HDP01396
HDP01397,3UC2AR082196-01S3,archived,2025-05-21T12:23:55.697506,"Comparing pain phenotypes across lower back, knee, and TMJ",2024,No,,11.5,,,No,No,Restoring Joint Health and Function to Reduce Pain (RE-JOIN),https://reporter.nih.gov/project-details/11091770,"Kyle D Allen, Alejandro Jose Almarza, Yenisel  Cruz-Almeida",
HDP01398,2UG1HD104251-02,archived,2025-01-10T15:59:15.138909,UAB Outcomes of Babies with Opioid Exposure (OBOE study),2024,No,,11.5,,,No,No,Advancing Clinical Trials in Neonatal Opioid Withdrawal (ACT NOW),https://reporter.nih.gov/project-details/10999598,"Namasivayam  Ambalavanan, Ada Myriam Peralta-Carcelen",
HDP01399,1R61DA059035-01A1,live,,"Together Against Overdose: community developed technology to encourage drug checking, distribution of harm reduction supplies, and linkage to services",2024,Yes,,69.2,,,No,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/10986354,Ian David Aronson,10.60490/HDP01399
HDP01400,1R21DE033639-01,live,,Role of Understudied aGPCRs in Orofacial Neuropathic Pain,2024,Yes,,71.2,Sequence Read Archive (SRA),,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10844733,"Basak  Ayaz, ROBERT M CAUDLE",10.60490/HDP01400
HDP01401,1R61NS133274-01A1,live,,A novel platform for the discovery and characterization of migraine therapies,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10973532,"ANDREW C CHARLES, Amynah Amir Ali Pradhan",
HDP01402,1K01DA061078-01,live,,Reducing opioid misuse among urban Indigenous young adults in Montana using a culturally centered intervention,2024,Yes,,75.0,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10949331,Damian M Chase-Begay,10.60490/HDP01402
HDP01403,1R21NS136077-01,live,,The involvement of GPR37L1 on a chronic migraine-like state,2024,Yes,,63.5,Zenodo,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10845955,"Andrea  Cippitelli, JANET D ROBISHAW",
HDP01404,1R21DA061784-01,live,,Preclinical Trial: Targeting the Neuropeptide S Receptor to Curb Opioid Taking and Seeking,2024,Yes,,59.6,Figshare,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/11020387,Stewart Donaldson Clark,10.60490/HDP01404
HDP01405,3R24NS132283-01S1,live,,"PURPOSE: Positively Uniting Researchers of Pain to Opine, Synthesize, and Engage",2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10999479,Jacob Sutton Coverstone,
HDP01406,3U01DA055349-04S1,archived,2025-05-21T12:23:58.090498,10/24 Healthy Brain and Child Development National Consortium,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10982945,"Julie May Croff, Jennifer  Hays-Grudo, AMANDA S MORRIS",
HDP01407,2UG1HD104252-02,archived,2025-01-10T15:59:15.683135,HEAL Initiative: Antenatal Opioid Exposure Longitudinal Study Consortium,2024,No,,11.5,,,No,No,Advancing Clinical Trials in Neonatal Opioid Withdrawal (ACT NOW),https://reporter.nih.gov/project-details/11001685,"Sara Bonamo DeMauro, Scott A Lorch",
HDP01408,3R34DA057639-02S1,live,,"Diversity Supplement: Leveraging Parents and Peer Recovery Supports to Increase Recovery Capital in Emerging Adults with Polysubstance Use: Feasibility, Acceptability, and Scaling Up of Launch",2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10984364,Tess K. Drazdowski,
HDP01409,1R61NS131246-01A1,live,,Development of CNS-Active 5-HT3R Antagonists for the Treatment of Neuropathic Pain,2024,Yes,,61.5,"Mendeley Data, Protocols.io",,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10861511,"Bahaa  Elgendy, Simon  Haroutounian, Lamees  Hegazy",10.60490/HDP01409
HDP01410,1K99HD115239-01,live,,Neuroimmune communication as a driver of lesion formation and macrophage colonization of the omentum in endometriosis-associated pain,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10864635,Victor  Fattori,
HDP01411,1U01DA060704-01A1,live,,Development of the novel mu-opioid receptor antagonist methocinnamox (MCAM) for preventing relapse and overdose,2024,No,,11.5,,,No,No,Focusing Medication Development to Prevent and Treat Opioid Use Disorder and Overdose,https://reporter.nih.gov/project-details/11004905,CHARLES P FRANCE,
HDP01412,1R61EB036967-01,live,,Imaging of pain sources in myofascial pain syndrome,2024,Yes,,86.5,NIMH Data Archive,,Yes,Yes,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/10954517,"Garry E Gold, Feliks  Kogan",10.60490/HDP01412
HDP01413,1R44DA060643-01,archived,2026-02-20T15:04:57.122990,Developing a wearable medical device to detect opioid overdose,2024,No,,9.6,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/10908083,Bradford A Holden,
HDP01414,1K23DA060310-01,live,,Behavior Change Components to Enhance Opioid Disposal After Surgery,2024,Yes,,75.0,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10865431,Lyen Camille Huang,10.60490/HDP01414
HDP01415,1R61DA062321-01,live,,Substance Use in Pregnant People - Optimizing Retention in Treatment by Maximizing Opportunities for Management (SUPPORT-MOM),2024,Yes,NCT07104123,98.1,NICHD DASH,,Yes,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/11058100,"Ana  Baumann Walker, Jeannie Chen Kelly",10.60490/HDP01415
HDP01416,1R61AT012270-01A1,live,,Development and Clinical Translation of RPBM for Quantitative Assessment of Myofascial Pain,2024,Yes,NCT06892041,75.0,"OpenNEURO, Harvard Dataverse",,Yes,Yes,"Discovery and Validation of Biomarkers, Endpoints, and Signatures for Pain Conditions",https://reporter.nih.gov/project-details/10954557,"Els  Fieremans, Sungheon Gene  Kim, Dmitry S Novikov, Gwendolyn  Reeve",10.60490/HDP01416
HDP01417,3R01DA057613-01S1,archived,2025-01-24T14:04:38.142764,"Assessing the Reach, Effectiveness, and Implementation of Multiple Harm Reduction Interventions.",2024,No,,11.5,,,No,No,Harm Reduction Approaches to Reduce Overdose Deaths,https://reporter.nih.gov/project-details/11090103,ALEXANDER H KRAL,
HDP01418,1R61DA061377-01,live,,Impact of collaborative care for pregnant persons with opioid use disorder in low-resource obstetric settings,2024,Yes,NCT06956352,82.7,NAHDAP,https://doi.org/10.3886/ICPSR39771,Yes,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/10987934,"Marian Patricia Jarlenski, Elizabeth E Krans",10.60490/HDP01418
HDP01419,1R61NS138215-01,live,,Developing equilibrative nucleoside transporter inhibitors as non-opioid pain therapeutics,2024,Yes,,51.9,Mendeley Data,https://data.mendeley.com/datasets/rmm4jtxmpp,No,No,Development and Optimization of Non-Addictive Therapies to Treat Pain,https://reporter.nih.gov/project-details/10946923,"Jiyong  Hong, RU-RONG  JI, Seok-Yong  Lee",10.60490/HDP01419
HDP01420,1R61DA061296-01,live,,'A friend in my pocket': mHealth intervention to reduce overdose risk among people who engage in polysubstance use,2024,Yes,,75.0,NIDA Data Share,,No,No,"Optimizing the Quality, Reach, and Impact of Addiction Services",https://reporter.nih.gov/project-details/10985510,Jennifer  Lorvick,10.60490/HDP01420
HDP01421,1K23DA061045-01,live,,Implementing a Digital Therapeutic to Address Substance Use Disorders among People who Are Incarcerated,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10949076,Jennifer M Loya,
HDP01422,1R21NS136075-01,live,,Role of Scn1b in Susceptibility to Neuropathic Pain,2024,No,,11.5,,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10846155,"Diana Michele Bautista, Ellen A Lumpkin",
HDP01423,3R33DA057747-04S1,live,,The influence of neighborhood factors and social determinants of health on OUD treatment outcomes,2024,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/11036822,Jessica F Magidson,
