HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP00700,3UG1DA013714-18S6,archived,2024-08-06T11:35:52.910486,Clinical Trials Network: Pacific Northwest Node,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9926984,"DENNIS Michael DONOVAN, Mary Akiko Hatch",
HDP00701,3UG1DA013714-18S5,archived,2024-08-06T11:35:51.060792,Clinical Trials Network: Pacific Northwest Node,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9919467,"DENNIS Michael DONOVAN, Mary Akiko Hatch",
HDP00702,3R01NS111929-01A1S1,archived,2025-03-28T09:48:20.989376,"Anatomic, Physiologic and Transcriptomic Mechanisms of Neuropathic Pain in Human DRG",2020,No,,11.5,,,No,No,Discovery and Validation of Novel Targets for Safe and Effective Treatment of Pain,https://reporter.nih.gov/project-details/10268154,"Patrick M Dougherty, Theodore J Price",
HDP00703,3U19TW008163-10S1,live,,Diverse Drug Lead Compounds from Bacterial Symbionts in Philippine Mollusks,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9748222,Margo Genevieve Haygood,
HDP00704,3R01DK103901-04S1,live,,TARGETING THE TRANSIENT RECEPTOR POTENTIAL CHANNELS TO IMPROVE BOWEL DYSFUNCTION,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9752844,Hongzhen  Hu,
HDP00705,3UG1CA189824-08S2,live,,Developing and Implementing a Culturally Appropriate Non-Opioid Pain Coping Skills Training Intervention for Spanish-Speaking Hispanic/Latinx Patients with Cancer Pain,2021,No,,11.5,,,No,No,Pain Management Effectiveness Research Network,https://reporter.nih.gov/project-details/10400340,"GLENN J LESSER, Kathryn Elizabeth Weaver",
HDP00706,3U19AR076737-01S2,archived,2024-09-24T14:27:13.186621,REACH Participant Diversity Program,2021,Yes,,7.7,,,No,No,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/10399813,"Yulin  Hswen, JEFFREY C. LOTZ, Conor  O'Neill",
HDP00707,3R01MD010372-03S1,live,,Prospective Study of Racial and Ethnic Disparities in Chronic Pain and Pain Burden,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9706434,GRANT  MARSHALL,
HDP00708,3R21DA044443-02S1,live,,DAT-Optimizing the impact of medication assisted treatment interventions in prison and jail settings,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9751502,JOSIAH D RICH,
HDP00709,3UG3DA048234-02S1,live,,Development of a novel drug for treating opioid use disorder,2021,No,NCT05724797,11.5,,,No,No,,https://reporter.nih.gov/project-details/10331501,"Nikej  Shah, FRANK J. VOCCI",
HDP00710,3UH3DA050174-02S2,archived,2024-09-05T15:44:45.516851,"Preventing Substance Misuse and Substance Use Disorder by Examining Service Provider Interactions, Discrimination, Ethnic Identity, Sexual Orientation Identity, and Housing First Outcomes",2021,Yes,,7.7,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/10352954,"Kelly J Kelleher, NATASHA  SLESNICK",
HDP00711,3R01DA044015-02S1,live,,Supplemental Application for Clinical and Genetic Risk Profile of Opioid Use Disorder,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9719019,"Wade H Berrettini, JANET D ROBISHAW, Vanessa  Troiani",
HDP00712,3R33AT010606-03S1,live,,Adapting the HOPE Online Support Intervention to Increase MAT Uptake Among OUD Patients,2021,Yes,NCT04712981,23.1,Dryad,,No,No,Behavioral Research to Improve Medication-Based Treatment,https://reporter.nih.gov/project-details/10478434,Sean  Young,
HDP00713,3UG1DA040316-06S4,archived,2024-10-01T12:32:14.735502,NorthStar Node of the Clinical Trials Network,2020,Yes,NCT04867382,40.4,NIDA Data Share,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/10175741,GAVIN  BART,
HDP00714,3U19TW009872-05S1,live,,Novel therapeutic agents from the bacterial symbionts of Brazilian invertebrates,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9748228,"Jon  Clardy, Monica T Pupo",
HDP00715,3U19AR076734-01S4,archived,2024-07-05T13:43:05.848367,University of Michigan BACPAC Mechanistic Research Center,2021,No,,11.5,,,No,No,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/10398444,"Daniel J Clauw, Afton L Hassett",
HDP00716,3U01DA036221-05S2,live,,"TRIALS Coordinating Center to Reduce Substance Use, HIV Risk Behaviors, & Crime",2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9740762,"MICHAEL L DENNIS, Christy K Scott",
HDP00717,3UG3TR002158-02S1,live,,A Microphysiological System for Kidney Disease Modeling and Drug Efficacy Testing,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9757837,Jonathan  Himmelfarb,
HDP00718,3R01MD008931-05S1,live,,Virtual Perspective-Taking to Reduce Race and SES Disparities in Pain Care,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9755668,ADAM T HIRSH,
HDP00719,3UG1DA049436-02S2,archived,2024-09-10T11:45:22.732831,Developing an intervention to address intersecting prescription opioid and chronic pain stigma in cancer survivors: formative work,2020,Yes,,78.8,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/10173220,"JUDITH  FEINBERG, JANE M LIEBSCHUTZ",10.60490/HDP00719
HDP00720,3UG1DA040309-04S3,archived,2024-08-06T11:36:21.535282,Northeast Node of the National Drug Abuse Clinical Trials Network,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9743491,Lisa A. Marsch,
HDP00721,3UG1DA040309-04S4,archived,2024-08-06T11:35:58.625307,Northeast Node of the National Drug Abuse Clinical Trials Network,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9853679,Lisa A. Marsch,
HDP00722,3U01DA050442-02S1,archived,2024-10-29T14:09:35.597882,Using Implementation Interventions and Peer Recovery Support to Improve Opioid Treatment Outcomes in Community Supervision,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10188053,"Lauren  Brinkley-Rubinstein, ROSEMARIE A MARTIN, Damaris J. Rohsenow",
HDP00723,3UG1CA189824-07S3,live,,Promoting Training in Clinical Pain Research as an Initiative of the Internet-delivered Management of Pain Among Cancer Survivors (IMPACTS) Trial,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10166251,"DONALD BAIRD PENZIEN, Kathryn Elizabeth Weaver",
HDP00724,3UG1DA015815-17S7,archived,2024-08-06T11:35:46.180003,Western States Node of the National Drug Abuse Treatment Clinical Trials Network,2019,No,,11.5,,,No,No,Prevention of Progression to Moderate or Severe Opioid Use Disorder,https://reporter.nih.gov/project-details/9951612,"Philip Todd Korthuis, James L Sorensen",
HDP00725,3R01DA045396-02S1,live,,Brief Individual and Parent Interventions for Marijuana Misuse in Truant Adolescents,2019,No,,11.5,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/9857255,Anthony  Spirito,
HDP00726,3UG1DA013720-20S2,archived,2024-10-01T12:32:12.244009,CTN0080 Participating Node: The Florida Node Alliance of the National Drug Abuse Treatment Clinical Trials Network,2019,Yes,NCT03918850,36.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9897014,"Daniel J Feaster, Lisa R Metsch, Jose  Szapocznik",
HDP00727,3U2CDA050097-03S1,archived,2024-10-29T14:09:41.690934,JCOIN Coordination and Translation Center,2021,No,,11.5,,,No,No,Justice Community Opioid Innovation Network,https://reporter.nih.gov/project-details/10405235,"Warren J. Ferguson, Todd David Molfenter, Danielle  Rudes, Faye S Taxman",
HDP00728,3UH3AR076568-02S1,live,,Proof of concept study to treat negative affect in chronic low back pain,2020,Yes,,86.5,Vivli,,Yes,Yes,Back Pain Consortium Research Program,https://reporter.nih.gov/project-details/10258046,AJAY D WASAN,10.60490/HDP00728
HDP00729,3UG3TR002097-02S1,live,,Drug development for tuberous sclerosis complex and other pediatric epileptogenic diseases using neurovascular and cardiac microphysiological models,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9769432,"Aaron B Bowman, KEVIN C ESS, JOHN PETER WIKSWO",
HDP00730,3R42HD088325-02A1S1,live,,Mobile Augmented Screening Tool to Increase Adolescent HIV Testing and Linkage to Care,2019,No,,11.5,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9855321,Ian David Aronson,
HDP00731,3R01MH112148-03S1,live,,Improving the Identification and Management of Suicide Risk among Patients Using Prescription Opioids,2020,No,,11.5,,,No,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/10155895,Robert H Aseltine,
HDP00732,3UG1DA040316-04S3,archived,2025-01-14T10:32:37.140683,NorthStar Node of the Clinical Trials Network,2018,No,,11.5,NIDA Data Share,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9772615,"GAVIN  BART, Anne  Joseph",
HDP00733,3UG1DA040316-07S1,archived,2024-08-06T11:35:54.339630,NorthStar Node of the Clinical Trials Network,2021,No,,11.5,NIDA Data Share,,No,No,,https://reporter.nih.gov/project-details/10358343,GAVIN  BART,
HDP00734,3UG1DA040316-06S3,archived,2024-08-06T11:35:52.464325,Suicide Prediction and Prevention for People at Risk for Opioid Use Disorder,2020,No,,11.5,NIDA Data Share,,No,No,Optimizing Care for People with Opioid Use Disorder and Mental Health Conditions,https://reporter.nih.gov/project-details/10140552,"GAVIN  BART, Rebecca Clare Rossom",
HDP00735,3UG1DA040314-04S7,archived,2024-08-06T11:36:12.450788,Integrating Addiction Research in Health Systems: The Addiction Research Network,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9917193,"KATHARINE ANTHONY BRADLEY, CYNTHIA I CAMPBELL, CONSTANCE M. WEISNER",
HDP00736,3R21MD011767-02S1,live,,Supplement to Opioid prescribing disparities in a public health crisis,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9748773,"Deena  Chisolm, KATHERINE J DEANS",
HDP00737,3U24HD036801-24S1,archived,2024-10-24T13:59:37.372470,Prescription After CesareanTrial - (PACT) MFMU Supplement,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10434255,Rebecca Gersnoviez Clifton,
HDP00738,3U01AI124286-05S1,live,,Determining the Mechanism of Activation of Linked Agonists Synergies,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9869164,Aaron P Esser-Kahn,
HDP00739,3U24NS115691-01S2,archived,2023-08-22T13:45:13.587225,UPENN HEAL - Pain Clinical Trial Network Specialized Clinical Center,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10405954,"Michael Alan Ashburn, JOHN T FARRAR",
HDP00740,3UG1DA015815-20S1,archived,2024-08-06T11:36:04.852982,Western States Node of the National Drug Abuse Treatment Clinical Trials Network,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10379701,"Keith N. Humphreys, Philip Todd Korthuis",
HDP00741,3UG1DA049436-03S2,archived,2024-08-06T11:35:59.494637,Appalachian Node,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10379710,"JUDITH  FEINBERG, JANE M LIEBSCHUTZ",
HDP00742,3U24NS114416-01S1,archived,2023-08-22T13:45:13.587225,"Administrative Supplement to Support Strategies to Increase Participant Diversity, Inclusion and Engagement in EPPIC NET",2021,No,,11.5,,,No,No,Early Phase Pain Investigation Clinical Network (EPPIC-Net),https://reporter.nih.gov/project-details/10400476,"Francis J. Keefe, Alexander Tan Limkakeng",
HDP00743,3UG1DA040309-05S5,archived,2024-08-06T11:36:20.623153,Northeast Node of the National Drug Abuse Clinical Trials Network,2019,No,,11.5,,,No,No,Enhancing the National Drug Abuse Treatment Clinical Trials Network to Address Opioids,https://reporter.nih.gov/project-details/9901399,Lisa A. Marsch,
HDP00744,3UG3DA048379-02S1,live,,"Arylepoxamides: A new class of potent, safer analgesics",2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10291187,YING-XIAN  PAN,
HDP00745,3UH3AT010739-03S1,archived,2025-01-28T12:29:26.214190,"Improving Diversity, Inclusion, and Retention in BackinAction/AcuOA",2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10400307,"LYNN L. DeBAR, ANDREA COOK",
HDP00746,3R44TR001326-03S1,live,,Automation and validation of human on a chip systems for drug discovery,2019,Yes,,7.7,,,No,No,Small Business Programs,https://reporter.nih.gov/project-details/9850738,"James J Hickman, MICHAEL L SHULER",
HDP00747,3UH3DA050189-03S1,live,,Using SMART Design to Identify an Effective and Cost-Beneficial Approach to Preventing OUD in Justice-Involved Youth,2022,Yes,NCT04901312,88.5,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10663762,"KYM R AHRENS, Kevin P Haggerty",10.60490/HDP00747
HDP00748,3R01DE029951-01S2,archived,2024-08-14T13:49:37.137055,Targeting Endosomal Receptors for Treatment of Chronic Pain,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10616927,"NIGEL W BUNNETT, Brian L Schmidt",
HDP00749,3R01DE029074-01A1S1,live,,Novel target identification for treatment of chronic overlapping pain using multimodal brain imaging,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10612148,"Ohannes Kevork Melemedjian, RICHARD J TRAUB",
HDP00750,3R01DE029187-01S3,live,,LIGHT and Lymphotoxin targeting for the treatment of chronic orofacial pain conditions,2021,Yes,,67.3,Database of Genotypes and Phenotypes (dbGaP),,No,No,,https://reporter.nih.gov/project-details/10335426,"ARMEN N AKOPIAN, Shivani B Ruparel, Alexei V Tumanov",10.60490/HDP00750
HDP00751,3UG1DA050072-02S3,live,,COVID-19 testing and prevention in correctional settings,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10231558,"Lauren  Brinkley-Rubinstein, ROSEMARIE A MARTIN, Emily Ai-hua Wang",
HDP00752,3UG3TR003081-01S1,live,,Drug-drug interactions for antivirals with opioids and Narcan in a 5- organ human-on-a-chip model,2020,Yes,,59.6,,,No,No,,https://reporter.nih.gov/project-details/10224388,"James J Hickman, MICHAEL L SHULER",10.60490/HDP00752
HDP00753,3R34DA050266-01S2,archived,2025-06-10T16:11:46.487851,"2/2 Optimizing access, engagement and assessment to elucidate prenatal influences on neurodevelopment: The Brains Begin Before Birth(B4 ) Midwest Consortium",2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10148206,LAUREN S WAKSCHLAG,
HDP00754,3R01DE029187-01S1,live,,LIGHT and Lymphotoxin targeting for the treatment of chronic orofacial pain conditions,2020,Yes,,9.6,Database of Genotypes and Phenotypes (dbGaP),,No,No,,https://reporter.nih.gov/project-details/10221292,"ARMEN N AKOPIAN, Shivani B Ruparel, Alexei V Tumanov",
HDP00755,3UG1DA050072-02S1,archived,2024-10-29T14:09:31.248415,"Transitions Clinic Network:  Post Incarceration Addiction Treatment, Healthcare, and Social Support (TCN PATHS) study",2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10163016,Emily Ai-hua Wang,
HDP00756,3R34DA050266-01S1,archived,2025-06-10T16:11:46.183200,"2/2 Optimizing access, engagement and assessment to elucidate prenatal influences on neurodevelopment: The Brains Begin Before Birth(B4 ) Midwest Consortium",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10021744,LAUREN S WAKSCHLAG,
HDP00757,3UG3DA048387-01A1S1,archived,2024-06-20T07:40:56.402483,Methocinnamox (MCAM): A novel -opioid receptor antagonist for opioid use disorders,2022,Yes,,7.7,,,No,No,,https://reporter.nih.gov/project-details/10477526,CHARLES P FRANCE,
HDP00758,3R34DA050256-01S2,archived,2024-08-06T11:25:09.501931,Using Remote Sensing Technology to Assess Parent-Infant Interactions as a Mechanism Linking COVID-related Stress and Infant Neurobehavioral Functioning,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10239919,Nancy L McElwain,
HDP00759,3UH3DA051241-03S1,archived,2024-11-26T15:17:23.313032,INTEGRATED TREATMENT FOR VETERANS WITH CO-OCCURRING CHRONIC PAIN AND OPIOID USE DISORDER,2021,Yes,,7.7,,,No,No,,https://reporter.nih.gov/project-details/10351460,"KEVIN E VOWLES, Katie A Witkiewitz",
HDP00760,3R34DA050256-01S1,archived,2025-05-23T14:03:58.954429,5/5 HEAL Consortium: Establishing Innovative Approaches  for the HEALthy Brain and Child Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10018234,Nancy L McElwain,
HDP00761,3R34DA046635-03S1,archived,2024-08-30T13:59:11.971089,Treatment of chronic low back pain with transcutaneous auricular vagus nerve stimulation,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10402124,JIAN  KONG,
HDP00762,3UG1DA049436-03S1,archived,2025-01-14T10:32:37.542865,Appalachian Node,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10331194,"JUDITH  FEINBERG, JANE M LIEBSCHUTZ",
HDP00763,3R44DA046151-01S1,live,,RAE Health I-Corps,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10045689,"STEPHANIE P CARREIRO, Premananda Pai Indic, Megan Rois Reinhardt",
HDP00764,3UG1DA049467-02S1,archived,2025-01-14T10:32:36.770229,Great Lakes Node of the Drug Abuse Clinical Trials Network,2020,Yes,,61.5,,,No,No,,https://reporter.nih.gov/project-details/10173503,"DAVID H GUSTAFSON, Niranjan  Karnik",10.60490/HDP00764
HDP00765,3R34DA046730-02S1,live,,Reducing Racial Disparities and Maternal Mortality Associated with Untreated Peripartum Substance Use and Mental Health Disorders,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10200501,CONSTANCE  GUILLE,
HDP00766,3R43NS112088-01A1S1,live,,"Supplement to Promote Diversity and Inclusion, Female Scientist",2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10057248,"Fernando  Aleman Guillen, Ana Maria Moreno",
HDP00767,3UH3DA050235-03S2,live,,Development and Implementation of a Culturally Centered Opioid Prevention Intervention for American Indian/Alaska Native Young Adults in California,2021,Yes,NCT04617938,76.9,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10475980,"ELIZABETH J. D'AMICO, Daniel Lee Dickerson",10.60490/HDP00767
HDP00768,3R34DA050263-01S1,archived,2024-08-06T11:25:11.291664,2/3; Promoting resilience in children: Protocol Development for a Birth Cohort Study to Access Factors Impacting Neurodevelopment,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10019013,Pilar N. Ossorio,
HDP00769,3R34DA050340-01S1,archived,2025-05-23T14:03:59.426368,2/6 Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10015724,"Claire D Coles, Julie A Kable",
HDP00770,3S06GM123552-02S1,live,,Native Transformations Opiate Project,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9752598,STACY M RASMUS,
HDP00771,3OT2OD031940-01S1,archived,2026-03-02T13:13:53.810335,A Strategy for Heal Federated Data Ecosystem,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10556559,Stanley Carlton Ahalt,
HDP00772,3UH3DA047700-04S1,live,,Biased Mu-Opioid Receptor Analgesics to Prevent Overdose and Opioid Use Disorders,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10539940,"JAMES E. BARRETT, Lawrence C. Kuo",
HDP00773,3UG1DA049436-02S1,archived,2024-08-06T11:35:50.091459,Appalachian Node,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10152773,"JUDITH  FEINBERG, JANE M LIEBSCHUTZ",
HDP00774,3R34DA050342-01S2,archived,2025-05-23T14:03:59.885622,'1/6' Planning for HEALthy Early Development Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10171050,Lynn T Singer,
HDP00775,3R34DA050290-01S2,archived,2025-06-10T16:11:44.867326,4/7: Longitudinal Evaluation of the Impact of the COVID-19 Pandemic on High-risk New and Expectant Mothers,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10148378,"Elizabeth E Krans, BEATRIZ  LUNA, Ashok  Panigrahy",
HDP00776,3R34DA050290-01S1,archived,2025-06-10T16:11:43.316030,2/4: Investigation of Opioid Exposure and Neurodevelopment (iOPEN),2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10019149,"Elizabeth E Krans, BEATRIZ  LUNA, Ashok  Panigrahy",
HDP00777,3R34DA050342-01S1,archived,2025-05-23T14:04:00.363890,'1/6' Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10020579,Lynn T Singer,
HDP00778,3R01DA044745-01A1S1,live,,Facilitating Sustainment Through Implementation Feedback: The SIC Coaching Model,2018,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/9750380,Lisa  Saldana,
HDP00779,3U01DA047713-03S1,live,,Alzheimer's disease pYGSK3 pathophysiology and PTPRD positive allosteric modulators,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10286886,George Richard Uhl,
HDP00780,3UG3DA048502-01A1S1,archived,2026-02-27T12:00:39.471430,Non-Invasive Vagal Nerve Stimulation in Patients with Opioid Use Disorders,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10402169,"James Douglas Bremner, Omer Tolga Inan",
HDP00781,3R34DA050299-01S2,archived,2024-08-06T11:24:58.100990,Florida Development in Early Childhood:  Adversity and Drug Exposure (FL-DECADE) Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10164974,"Kelly K. Gurka, Matthew James Gurka",
HDP00782,3R41NS115460-01S1,live,,Customer discovery for minimally invasive nerve block device to treat severe pain and reduce usage of opiates,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10086831,"STEPHEN L MELONI, Stephen  Popielarski",
HDP00783,3R43DA050384-01S1,live,,NarcoBond: Opioid Targeted Biomimetic Nanosponges for Treatment of Opioid Overdose,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10179237,Babak  Esmaeli-Azad,
HDP00784,3R34DA050255-01S2,archived,2024-08-06T11:25:07.740463,5/7: Longitudinal evaluation of the impact of the COVID-19 pandemic on high-risk new and expectant mothers,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10148572,"Wei  Gao, Kimberly D Gregory",
HDP00785,3R34DA050255-01S1,archived,2024-08-06T11:25:05.040374,Planning Phase for the Healthy Brain and Child Development Study (HEALthy BCD) in Los Angeles County Area,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10017557,"Wei  Gao, Kimberly D Gregory, SCOTT P JOHNSON, Charles F Simmons",
HDP00786,3R34DA050299-01S1,archived,2025-06-10T16:11:43.636179,Florida Development in Early Childhood: Adversity and Drug Exposure (FL-DECADE) Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10019836,Matthew James Gurka,
HDP00787,3R21DA045092-01A1S1,live,,Evaluating Cognitive and Developmental Risk Factors for Opioid Misuse Among Adolescent Cannabis Users,2019,No,,11.5,,,No,No,Preventing Opioid Use Disorder,https://reporter.nih.gov/project-details/9856898,Jason  Ramirez,
HDP00788,3R01DA043476-01A1S1,archived,2024-10-29T14:09:39.658947,Buprenorphine for probationers and parolees: Bridging the gap into treatment,2018,No,,11.5,,,No,No,Justice Community Opioid Innovation Network,https://reporter.nih.gov/project-details/9749374,Michael Scott Gordon,
HDP00789,3UG3DA050311-02S1,live,,Novel fentanyl derivatives as counteracting agents against fentanyl,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10175594,YAN  ZHANG,
HDP00790,3R41DA050386-01S1,live,,Prevention of renarcotization from synthetic opioids,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10072782,Saadyah  Averick,
HDP00791,3R61AT010799-01S1,archived,2026-01-23T16:04:31.773478,"Understanding the Impact of COVID-19 on Methadone Treatment Retention and Adherencein an Underserved, Minority Population with OUD",2020,Yes,,7.7,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10169836,Jessica F Magidson,
HDP00792,3R34DA050292-01S1,archived,2025-05-23T14:03:58.498918,HEALthy ORCHARD: Developing plans for a Baltimore site of the HEALthy BCD study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10021754,M Daniele Fallin,
HDP00793,3OT2NS122680-01S1,archived,2023-12-06T11:02:55.631959,EPPIC-Net Pain Research - Application for Clinical Trial and Related Activities (OT2),2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10507014,MAURIZIO  FAVA,
HDP00794,3UH3AR076729-02S2,archived,2024-03-25T13:24:14.444602,An automated AI/ML platform for multi-researcher collaborations for a NIH BACPAC funded Spine Phenome Project,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10594295,"Safdar N. Khan, William Steven Marras, Tristan E. Weaver",
HDP00795,3U24AT010961-01S1,archived,2024-04-05T10:37:55.129525,HEAL Collaboratory Resource Coordinating Center (PRISM) (U24): Bioethics Supplement,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10364578,"LESLEY H CURTIS, Adrian  Hernandez, Kevin P Weinfurt",
HDP00796,3U18EB029251-01S1,live,,The Injectrode - A Truly Injectable Electrode for Dorsal Root Ganglion Stimulation to Treat Pain,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10286333,"Kip A Ludwig, Douglas J Weber",
HDP00797,3R43DA051279-01S1,live,,Project Motivate: A digital motivation and prediction platform to improve treatment retention and reduce relapse in opioid use disorder,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10339079,Jeremy  Guttman,
HDP00798,3UH3DA048353-03S1,live,,Opioid use disorders: UF Pharmacy medications discovery and development,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10403754,"Christopher R McCurdy, Lance R McMahon",
HDP00799,3U44NS115111-02S1,live,,"High-Resolution, Spinal Cord Stimulation for Non-Opioid Treatment of Neuropathic Pain",2020,Yes,,7.7,Mendeley Data,,No,No,,https://reporter.nih.gov/project-details/10148074,Bryan L McLaughlin,
HDP00800,3RM1DA055310-01S1,archived,2025-04-28T12:16:45.829447,HEAL Initiative: Integrative Management of chronic Pain and OUD for Whole Recovery (IMPOWR): Research Centers,2022,Yes,,7.7,,,No,No,,https://reporter.nih.gov/project-details/10652027,"WILLIAM C BECKER, Declan T. Barry, David  Fiellin",
HDP00801,3UH3AT010621-03S1,archived,2025-01-28T12:29:25.611494,Diversity Supplement for Group-based mindfulness for patients with chronic pain in the primary care setting,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10442798,Natalia E. Morone,
HDP00802,3UG1DA049468-03S1,archived,2025-01-07T13:03:10.469248,"New Mexico Clinical Trials Node: Clinical research and practice to address substance use in diverse, rural and underserved populations",2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10336027,Kimberly  Page,
HDP00803,3R34DA050272-01S2,archived,2024-08-06T11:25:01.332157,3/7: Longitudinal Evaluation of the Impact of the COVID-19 Pandemic on High-Risk New and Expectant Mothers,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10148091,"CYNTHIA Elise ROGERS, Christopher Daniel Smyser",
